,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_id,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments
TR 400/225kV 761-(769) CERGY,2.059280671924677,49.04898781715818,FR,RTE,41722745.0,Polygon,Poste électrique de Cergy,FR,400000;225000,RTE,,Associated to substation CERGY
TR 400/225kV 763 CERGY,2.059280671924677,49.04898781715818,FR,RTE,41722745.0,Polygon,Poste électrique de Cergy,FR,400000;225000,RTE,,Associated to substation CERGY
TR 400/225kV 764 CERGY,2.059280671924677,49.04898781715818,FR,RTE,41722745.0,Polygon,Poste électrique de Cergy,FR,400000;225000,RTE,,Associated to substation CERGY
TR 400/225kV 765 CERGY,2.059280671924677,49.04898781715818,FR,RTE,41722745.0,Polygon,Poste électrique de Cergy,FR,400000;225000,RTE,,Associated to substation CERGY
TR 400/225kV 769 CERGY,2.059280671924677,49.04898781715818,FR,RTE,41722745.0,Polygon,Poste électrique de Cergy,FR,400000;225000,RTE,,Associated to substation CERGY
TR 400/225kV 761 CHAINGY,1.8033191687367285,47.87560254679453,FR,RTE,34198056.0,Polygon,Poste électrique de Chaingy,FR,400000;225000;90000;20000,RTE,,Associated to substation CHAINGY
TR 400/225kV 762 CHAINGY,1.8033191687367285,47.87560254679453,FR,RTE,34198056.0,Polygon,Poste électrique de Chaingy,FR,400000;225000;90000;20000,RTE,,Associated to substation CHAINGY
TR 400/225kV 761 CHARPENAY,4.68992862473872,45.81878305024402,FR,RTE,84452130.0,Polygon,Poste électrique de Charpenay,FR,400000;225000;63000,RTE,,Associated to substation CHARPENAY
TR 400/225kV 762 CHARPENAY,4.68992862473872,45.81878305024402,FR,RTE,84452130.0,Polygon,Poste électrique de Charpenay,FR,400000;225000;63000,RTE,,Associated to substation CHARPENAY
TR 400/225kV 761 CHESNOY (LE),2.8668011257885,48.38932172009289,FR,RTE,79866837.0,Polygon,Poste électrique du Chesnoy,FR,400000;225000;63000,RTE,,Associated to substation CHESNOY (LE)
TR 400/225kV 762 CHESNOY (LE),2.8668011257885,48.38932172009289,FR,RTE,79866837.0,Polygon,Poste électrique du Chesnoy,FR,400000;225000;63000,RTE,,Associated to substation CHESNOY (LE)
TR 400/225kV 763 CHESNOY (LE),2.8668011257885,48.38932172009289,FR,RTE,79866837.0,Polygon,Poste électrique du Chesnoy,FR,400000;225000;63000,RTE,,Associated to substation CHESNOY (LE)
TR 400/225kV 761 CIROLLIERS,2.3200435726496216,48.55143580447808,FR,RTE,24849819.0,Polygon,Poste électrique de Cirolliers,FR,400000;225000,RTE,,Associated to substation CIROLLIERS
TR 400/225kV 762 CIROLLIERS,2.3200435726496216,48.55143580447808,FR,RTE,24849819.0,Polygon,Poste électrique de Cirolliers,FR,400000;225000,RTE,,Associated to substation CIROLLIERS
TR 400/225kV 763 CIROLLIERS,2.3200435726496216,48.55143580447808,FR,RTE,24849819.0,Polygon,Poste électrique de Cirolliers,FR,400000;225000,RTE,,Associated to substation CIROLLIERS
TR 400/225kV 761 CORDEMAIS-POSTE,-1.8704371826262487,47.286145689086325,FR,RTE,112342683.0,Polygon,Poste électrique de Cordemais,FR,400000;225000,RTE,,Associated to substation CORDEMAIS-POSTE
TR 400/225kV 763 CORDEMAIS-POSTE,-1.8704371826262487,47.286145689086325,FR,RTE,112342683.0,Polygon,Poste électrique de Cordemais,FR,400000;225000,RTE,,Associated to substation CORDEMAIS-POSTE
TR 400/225kV 765 CORDEMAIS-POSTE,-1.8704371826262487,47.286145689086325,FR,RTE,112342683.0,Polygon,Poste électrique de Cordemais,FR,400000;225000,RTE,,Associated to substation CORDEMAIS-POSTE
TR 400/225kV 769 CORDEMAIS-POSTE,-1.8704371826262487,47.286145689086325,FR,RTE,112342683.0,Polygon,Poste électrique de Cordemais,FR,400000;225000,RTE,,Associated to substation CORDEMAIS-POSTE
TR 400/225kV 761 CORNIER,6.295157110410735,46.08462831232308,FR,RTE,100500802.0,Polygon,Poste électrique de Cornier,FR,400000;225000;63000;20000,RTE,,Associated to substation CORNIER
TR 400/225kV 762 CORNIER,6.295157110410735,46.08462831232308,FR,RTE,100500802.0,Polygon,Poste électrique de Cornier,FR,400000;225000;63000;20000,RTE,,Associated to substation CORNIER
TR 400/225kV 761 CHAMPAGNIER,5.709151367175382,45.10635550659956,FR,RTE,69813552.0,Polygon,Poste électrique de Champagnier,FR,400000;225000,RTE,,Associated to substation CHAMPAGNIER
TR 400/225kV 762 CHAMPAGNIER,5.709151367175382,45.10635550659956,FR,RTE,69813552.0,Polygon,Poste électrique de Champagnier,FR,400000;225000,RTE,,Associated to substation CHAMPAGNIER
TR 400/225kV 765 CRENEY,4.13769568463643,48.34711693277479,FR,RTE,120707003.0,Polygon,Poste électrique de Creney-prés-Troyes 400kV,FR,400000,RTE,,Associated to substation CRENEY
TR 400/225kV 766 CRENEY,4.13769568463643,48.34711693277479,FR,RTE,120707003.0,Polygon,Poste électrique de Creney-prés-Troyes 400kV,FR,400000,RTE,,Associated to substation CRENEY
TR 400/225kV 768 CRENEY,4.13769568463643,48.34711693277479,FR,RTE,120707003.0,Polygon,Poste électrique de Creney-prés-Troyes 400kV,FR,400000,RTE,,Associated to substation CRENEY
TR 400/225kV 761 CUBNEZAIS,-0.4355296546209813,45.06876009183591,FR,RTE,235370803.0,Polygon,Poste électrique de Cubnezais,FR,400000;225000;63000,RTE,,Associated to substation CUBNEZAIS
TR 400/225kV 762 CUBNEZAIS,-0.4355296546209813,45.06876009183591,FR,RTE,235370803.0,Polygon,Poste électrique de Cubnezais,FR,400000;225000;63000,RTE,,Associated to substation CUBNEZAIS
TR 400/225kV 761 DAMBRON,1.855706801990768,48.1068751002881,FR,RTE,86260748.0,Polygon,Poste électrique de Dambron,FR,400000;225000;90000;20000,RTE,,Associated to substation DAMBRON
TR 400/225kV 760 DISTRE,-0.1143216931660412,47.207930982553314,FR,RTE,99722046.0,Polygon,Poste électrique de Distré,FR,400000;22500;90000,RTE,,Associated to substation DISTRE
TR 400/225kV 762 DISTRE,-0.1143216931660412,47.207930982553314,FR,RTE,99722046.0,Polygon,Poste électrique de Distré,FR,400000;22500;90000,RTE,,Associated to substation DISTRE
TR 400/225kV 765 DISTRE,-0.1143216931660412,47.207930982553314,FR,RTE,99722046.0,Polygon,Poste électrique de Distré,FR,400000;22500;90000,RTE,,Associated to substation DISTRE
TR 400/225kV 766 DISTRE,-0.1143216931660412,47.207930982553314,FR,RTE,99722046.0,Polygon,Poste électrique de Distré,FR,400000;22500;90000,RTE,,Associated to substation DISTRE
TR 400/225kV 764 DOMLOUP,-1.5561146152403968,48.09291698283421,FR,RTE,85995894.0,Polygon,Poste électrique de Domloup,FR,400000;225000;90000,RTE,,Associated to substation DOMLOUP
TR 400/225kV 765 DOMLOUP,-1.5561146152403968,48.09291698283421,FR,RTE,85995894.0,Polygon,Poste électrique de Domloup,FR,400000;225000;90000,RTE,,Associated to substation DOMLOUP
TR 400/225kV 762 DONZAC,0.8228435543876993,44.1026278677066,FR,RTE,105913465.0,Polygon,Poste électrique de Donzac,FR,400000;225000,RTE,,Associated to substation DONZAC
TR 400/225kV 761 ECHALAS,4.719314874723939,45.5428425356864,FR,RTE,84476231.0,Polygon,Poste électrique de Échalas,FR,400000;225000,RTE,,Associated to substation ECHALAS
TR 400/225kV 762 ECHALAS,4.719314874723939,45.5428425356864,FR,RTE,84476231.0,Polygon,Poste électrique de Échalas,FR,400000;225000,RTE,,Associated to substation ECHALAS
TR 400/225kV 761 EGUZON,1.620889662804567,46.45818701298623,FR,RTE,105783300.0,Polygon,Poste Électrique d'Éguzon,FR,400000,RTE,,Associated to substation EGUZON
TR 400/225kV 762 EGUZON,1.620889662804567,46.45818701298623,FR,RTE,105783300.0,Polygon,Poste Électrique d'Éguzon,FR,400000,RTE,,Associated to substation EGUZON
TR 400/225kV 761 FEUILLANE,4.9062423584162485,43.454900880978926,FR,RTE,104481448.0,Polygon,Poste électrique de la Feuillane,FR,400000;225000,RTE,,Associated to substation FEUILLANE
TR 400/225kV 761 FRASNE,6.163036729368158,46.87190152579085,FR,RTE,159167277.0,Polygon,Poste électrique de Frasne,FR,400000;225000;63000,RTE,,Associated to substation FRASNE
TR 400/225kV 761 GRANDE-ILE,6.028007762136348,45.47076424063745,FR,RTE,84182609.0,Polygon,Poste électrique de Grande-Île,FR,400000;225000;63000,RTE,,Associated to substation GRANDE-ILE
TR 400/225kV 762 GRANDE-ILE,6.028007762136348,45.47076424063745,FR,RTE,84182609.0,Polygon,Poste électrique de Grande-Île,FR,400000;225000;63000,RTE,,Associated to substation GRANDE-ILE
TR 400/225kV 761 GALOREAUX (LES),-0.8551681720482887,47.31048464286888,FR,RTE,467775702.0,Polygon,Poste électrique des Galoreaux,FR,400000;225000,RTE,,Associated to substation GALOREAUX (LES)
TR 400/225kV 761 GAUDIERE (LA),2.677401396763853,43.24104518562612,FR,RTE,98890904.0,Polygon,Poste électrique de La Gaudière,FR,400000;225000,RTE,,Associated to substation GAUDIERE (LA)
TR 400/225kV 762 GAUDIERE (LA),2.677401396763853,43.24104518562612,FR,RTE,98890904.0,Polygon,Poste électrique de La Gaudière,FR,400000;225000,RTE,,Associated to substation GAUDIERE (LA)
TR 400/225kV 761 GAVRELLE,2.885346645898012,50.33726372400015,FR,RTE,117893799.0,Polygon,Poste électrique de Gavrelle,FR,400000;225000;90000,RTE,,Associated to substation GAVRELLE
TR 400/225kV 761 GENISSIAT-POSTE,5.80461320573897,46.055891422281526,FR,RTE,83293593.0,Polygon,Poste électrique de Génissiat,FR,400000;225000;63000,RTE,,Associated to substation GENISSIAT-POSTE
TR 400/225kV 762 GENISSIAT-POSTE,5.80461320573897,46.055891422281526,FR,RTE,83293593.0,Polygon,Poste électrique de Génissiat,FR,400000;225000;63000,RTE,,Associated to substation GENISSIAT-POSTE
TR 400/225kV 761 GRANZAY,-0.5185456036053672,46.21868203266918,FR,RTE,105630888.0,Polygon,Poste électrique de Granzay,FR,400000;225000,RTE,,Associated to substation GRANZAY
TR 400/225kV 762 GRANZAY,-0.5185456036053672,46.21868203266918,FR,RTE,105630888.0,Polygon,Poste électrique de Granzay,FR,400000;225000,RTE,,Associated to substation GRANZAY
TR 400/225kV 763 GRANZAY,-0.5185456036053672,46.21868203266918,FR,RTE,105630888.0,Polygon,Poste électrique de Granzay,FR,400000;225000,RTE,,Associated to substation GRANZAY
TR 400/225kV 761 GROSNE,4.711010142453491,46.62957828984784,FR,RTE,122563466.0,Polygon,Poste électrique de Grosne,FR,400000;225000,RTE,,Associated to substation GROSNE
TR 400/225kV 762 GROSNE,4.711010142453491,46.62957828984784,FR,RTE,122563466.0,Polygon,Poste électrique de Grosne,FR,400000;225000,RTE,,Associated to substation GROSNE
TR 400/225kV 762 HENRI-PAUL,4.503745403580134,46.74703277706734,FR,RTE,318502246.0,Polygon,Poste électrique Henri-Paul,FR,400000;225000;150000;63000;20000,RTE,,Associated to substation HENRI-PAUL
TR 400/225kV 762 HAVRE (LE) (POSTE),0.1481989297050002,49.4777313174629,FR,RTE,118244194.0,Polygon,Poste électrique du Havre,FR,400000,RTE,,Associated to substation HAVRE (LE) (POSTE)
TR 400/225kV 763 HAVRE (LE) (POSTE),0.1481989297050002,49.4777313174629,FR,RTE,118244194.0,Polygon,Poste électrique du Havre,FR,400000,RTE,,Associated to substation HAVRE (LE) (POSTE)
TR 400/225kV 761 JONQUIERES,4.583663510508438,43.82899443280962,FR,RTE,114018928.0,Polygon,Poste électrique des Jonquières,FR,400000;225000;63000,RTE,,Associated to substation JONQUIERES
TR 400/225kV 762 JONQUIERES,4.583663510508438,43.82899443280962,FR,RTE,114018928.0,Polygon,Poste électrique des Jonquières,FR,400000;225000;63000,RTE,,Associated to substation JONQUIERES
TR 400/225kV 761 JUMEAUX (LES),-0.0715083993004723,46.80181624810045,FR,RTE,110450456.0,Polygon,Poste électrique de Les Jumeaux,FR,400000;22500,RTE,,Associated to substation JUMEAUX (LES)
TR 400/225kV 762 JUMEAUX (LES),-0.0715083993004723,46.80181624810045,FR,RTE,110450456.0,Polygon,Poste électrique de Les Jumeaux,FR,400000;22500,RTE,,Associated to substation JUMEAUX (LES)
TR 400/225kV 761 LATENA,2.938161109773351,49.65763875296653,FR,RTE,85273680.0,Polygon,Poste électrique de Laténa,FR,400000;225000,RTE,,Associated to substation LATENA
TR 400/225kV 762 LATENA,2.938161109773351,49.65763875296653,FR,RTE,85273680.0,Polygon,Poste électrique de Laténa,FR,400000;225000,RTE,,Associated to substation LATENA
TR 400/225kV 763 LATENA,2.938161109773351,49.65763875296653,FR,RTE,85273680.0,Polygon,Poste électrique de Laténa,FR,400000;225000,RTE,,Associated to substation LATENA
TR 400/225kV 763 LAUNAY,-1.2603461102393592,48.56372878938411,FR,RTE,85877326.0,Polygon,Poste électrique de Launay,FR,400000;225000;90000,RTE,,Associated to substation LAUNAY
TR 400/225kV 761 LESQUIVE,1.2733547589847256,43.81667004235339,FR,RTE,49510896.0,Polygon,Poste électrique de Lesquive,FR,400000;225000,RTE,,Associated to substation LESQUIVE
TR 400/225kV 762 LESQUIVE,1.2733547589847256,43.81667004235339,FR,RTE,49510896.0,Polygon,Poste électrique de Lesquive,FR,400000;225000,RTE,,Associated to substation LESQUIVE
TR 400/225kV 761 LIMEUX,1.8284427499373328,50.01096244619189,FR,RTE,580568888.0,Polygon,Poste électrique de Limeux,FR,400000;225000,RTE,,Associated to substation LIMEUX
TR 400/225kV 766 LOGELBACH,7.306425645730387,48.08351871761663,FR,RTE,118079877.0,Polygon,Poste électrique de Logelbach,FR,400000,RTE,,Associated to substation LOGELBACH
TR 400/225kV 767 LOGELBACH,7.306425645730387,48.08351871761663,FR,RTE,118079877.0,Polygon,Poste électrique de Logelbach,FR,400000,RTE,,Associated to substation LOGELBACH
TR 400/225kV 761 MAMBELIN,6.663591631876476,47.36726218345579,FR,RTE,39389229.0,Polygon,Poste électrique de Mambelin,FR,400000;225000,RTE,,Associated to substation MAMBELIN
TR 400/225kV 762 MAMBELIN,6.663591631876476,47.36726218345579,FR,RTE,39389229.0,Polygon,Poste électrique de Mambelin,FR,400000;225000,RTE,,Associated to substation MAMBELIN
TR 400/225kV 763 MAMBELIN,6.663591631876476,47.36726218345579,FR,RTE,39389229.0,Polygon,Poste électrique de Mambelin,FR,400000;225000,RTE,,Associated to substation MAMBELIN
TR 400/225kV 761 MANDARINS,1.7843974624570051,50.903313258925145,FR,RTE,85196424.0,Polygon,Poste électrique des Mandarins,FR,400000;225000;90000,RTE,,Associated to substation MANDARINS
TR 400/225kV 763 MANDARINS,1.7843974624570051,50.903313258925145,FR,RTE,85196424.0,Polygon,Poste électrique des Mandarins,FR,400000;225000;90000,RTE,,Associated to substation MANDARINS
TR 400/225kV 761 MARLENHEIM,7.526452002189226,48.61184902188622,FR,RTE,118086309.0,Polygon,Poste électrique de Marlenheim,FR,400000;225000,RTE,,Associated to substation MARLENHEIM
TR 400/225kV 762 MARLENHEIM,7.526452002189226,48.61184902188622,FR,RTE,118086309.0,Polygon,Poste électrique de Marlenheim,FR,400000;225000,RTE,,Associated to substation MARLENHEIM
TR 400/225kV 763 MARLENHEIM,7.526452002189226,48.61184902188622,FR,RTE,118086309.0,Polygon,Poste électrique de Marlenheim,FR,400000;225000,RTE,,Associated to substation MARLENHEIM
TR 400/225kV 761 MARMAGNE,2.2603565222038102,47.10193725938209,FR,RTE,23286313.0,Polygon,Poste électrique de Marmagne,FR,400000;225000;90000,RTE,,Associated to substation MARMAGNE
TR 400/225kV 761 MARSILLON,-0.595459522044191,43.38588681989828,FR,RTE,111414142.0,Polygon,Poste électrique de Marsillon,FR,400000;225000;63000,RTE,,Associated to substation MARSILLON
TR 400/225kV 761 MARTYRE (LA),-4.193367303658039,48.44395782659024,FR,RTE,146695955.0,Polygon,Poste électrique de La Martyre,FR,400000;225000,RTE,,Associated to substation MARTYRE (LA)
TR 400/225kV 762 MARTYRE (LA),-4.193367303658039,48.44395782659024,FR,RTE,146695955.0,Polygon,Poste électrique de La Martyre,FR,400000;225000,RTE,,Associated to substation MARTYRE (LA)
TR 400/225kV 761 MASTAING,3.2907240279785683,50.296463127218175,FR,RTE,82967739.0,Polygon,Poste électrique de Mastaing,FR,400000;225000;90000,RTE,,Associated to substation MASTAING
TR 400/225kV 762 MASTAING,3.2907240279785683,50.296463127218175,FR,RTE,82967739.0,Polygon,Poste électrique de Mastaing,FR,400000;225000;90000,RTE,,Associated to substation MASTAING
TR 400/225kV 761 MAZURES,4.625885667328039,49.90568304637483,FR,RTE,82949228.0,Polygon,Poste électrique des Mazures,FR,400000;225000,RTE,,Associated to substation MAZURES
TR 400/225kV 762 MAZURES,4.625885667328039,49.90568304637483,FR,RTE,82949228.0,Polygon,Poste électrique des Mazures,FR,400000;225000,RTE,,Associated to substation MAZURES
TR 400/225kV 763 MAZURES,4.625885667328039,49.90568304637483,FR,RTE,82949228.0,Polygon,Poste électrique des Mazures,FR,400000;225000,RTE,,Associated to substation MAZURES
TR 400/225kV 761 MEZEROLLES,1.741466529809091,48.93301538081492,FR,RTE,89034196.0,Polygon,Poste électrique de Mézerolles,FR,400000;225000,RTE,,Associated to substation MEZEROLLES
TR 400/225kV 762 MEZEROLLES,1.741466529809091,48.93301538081492,FR,RTE,89034196.0,Polygon,Poste électrique de Mézerolles,FR,400000;225000,RTE,,Associated to substation MEZEROLLES
TR 400/225kV 763 MEZEROLLES,1.741466529809091,48.93301538081492,FR,RTE,89034196.0,Polygon,Poste électrique de Mézerolles,FR,400000;225000,RTE,,Associated to substation MEZEROLLES
TR 400/225kV 764 MEZEROLLES,1.741466529809091,48.93301538081492,FR,RTE,89034196.0,Polygon,Poste électrique de Mézerolles,FR,400000;225000,RTE,,Associated to substation MEZEROLLES
TR 400/225kV 761 MIONS,4.9755449516845,45.67434685130105,FR,RTE,24020441.0,Polygon,Poste électrique de Mions,FR,400000;225000;63000,RTE,,Associated to substation MIONS
TR 400/225kV 762 MIONS,4.9755449516845,45.67434685130105,FR,RTE,24020441.0,Polygon,Poste électrique de Mions,FR,400000;225000;63000,RTE,,Associated to substation MIONS
TR 400/225kV 763 MIONS,4.9755449516845,45.67434685130105,FR,RTE,24020441.0,Polygon,Poste électrique de Mions,FR,400000;225000;63000,RTE,,Associated to substation MIONS
TR 400/225kV 761 MORBRAS,2.6482418568513992,48.778846986017214,FR,RTE,27266058.0,Polygon,Poste électrique de Morbras,FR,400000;225000,RTE,,Associated to substation MORBRAS
TR 400/225kV 762 MORBRAS,2.6482418568513992,48.778846986017214,FR,RTE,27266058.0,Polygon,Poste électrique de Morbras,FR,400000;225000,RTE,,Associated to substation MORBRAS
TR 400/225kV 763 MORBRAS,2.6482418568513992,48.778846986017214,FR,RTE,27266058.0,Polygon,Poste électrique de Morbras,FR,400000;225000,RTE,,Associated to substation MORBRAS
TR 400/225kV 764 MORBRAS,2.6482418568513992,48.778846986017214,FR,RTE,27266058.0,Polygon,Poste électrique de Morbras,FR,400000;225000,RTE,,Associated to substation MORBRAS
TR 400/225kV 761 MOULAINE,5.7918773391955,49.48303604963929,FR,RTE,225210595.0,Polygon,Poste électrique de Moulaine,FR,400000;225000;63000,RTE,,Associated to substation MOULAINE
TR 400/225kV 762 MOULAINE,5.7918773391955,49.48303604963929,FR,RTE,225210595.0,Polygon,Poste électrique de Moulaine,FR,400000;225000;63000,RTE,,Associated to substation MOULAINE
TR 400/225kV 761 MARQUIS (LE),-0.5512377637498569,45.01043482790016,FR,RTE,105840884.0,Polygon,Poste électrique du Marquis,FR,400000;225000;63000,RTE,,Associated to substation MARQUIS (LE)
TR 400/225kV 762 MARQUIS (LE),-0.5512377637498569,45.01043482790016,FR,RTE,105840884.0,Polygon,Poste électrique du Marquis,FR,400000;225000;63000,RTE,,Associated to substation MARQUIS (LE)
TR 400/225kV 763 MARQUIS (LE),-0.5512377637498569,45.01043482790016,FR,RTE,105840884.0,Polygon,Poste électrique du Marquis,FR,400000;225000;63000,RTE,,Associated to substation MARQUIS (LE)
TR 400/225kV 764 MARQUIS (LE),-0.5512377637498569,45.01043482790016,FR,RTE,105840884.0,Polygon,Poste électrique du Marquis,FR,400000;225000;63000,RTE,,Associated to substation MARQUIS (LE)
TR 400/225kV 761 NEOULES,6.022482457568344,43.27631415693425,FR,RTE,93189928.0,Polygon,Poste électrique de Neoules,FR,400000;225000,RTE,,Associated to substation NEOULES
TR 400/225kV 762 NEOULES,6.022482457568344,43.27631415693425,FR,RTE,93189928.0,Polygon,Poste électrique de Neoules,FR,400000;225000,RTE,,Associated to substation NEOULES
